area_name,indicator_name,score_2019
Botswana,Healthcare coverage,0.666666667
Brazil,Healthcare coverage,0.659227689
Bulgaria,Healthcare coverage,0.1125
Burkina Faso,Healthcare coverage,0.616646591
Burundi,Healthcare coverage,0.76282588
Cabo Verde,Healthcare coverage,0.487299785
Cambodia,Healthcare coverage,0.996842105
Cameroon,Healthcare coverage,0.234081297
Canada,Healthcare coverage,0.590692716
Central African Republic,Healthcare coverage,0.75
Chad,Healthcare coverage,0.688024885
Chile,Healthcare coverage,0.75
China,Healthcare coverage,0.877454378
Colombia,Healthcare coverage,0.906666667
Comoros,Healthcare coverage,0.486666667
Congo,Healthcare coverage,0.942
Costa Rica,Healthcare coverage,0.9
Croatia,Healthcare coverage,0.569491739
Cuba,Healthcare coverage,0.497093079
Cyprus,Healthcare coverage,0.9075
Czechia,Healthcare coverage,0.903671198
C�te d'Ivoire,Healthcare coverage,0.631530757
Democratic Republic of Congo,Healthcare coverage,0.348407576
Denmark,Healthcare coverage,0.261525103
Djibouti,Healthcare coverage,0.6
Dominican Republic,Healthcare coverage,0.985
Ecuador,Healthcare coverage,0.415555556
Egypt,Healthcare coverage,0.986666667
El Salvador,Healthcare coverage,0.666666667
Equatorial Guinea,Healthcare coverage,0.986666667
Eritrea,Healthcare coverage,0.9125
Estonia,Healthcare coverage,0.677231943
Eswatini,Healthcare coverage,0.507803164
Ethiopia,Healthcare coverage,0.448275862
Finland,Healthcare coverage,0.451744789
France,Healthcare coverage,0.286666667
Gabon,Healthcare coverage,0.550556842
Georgia,Healthcare coverage,0.875
Germany,Healthcare coverage,0.827620824
Ghana,Healthcare coverage,0.888888889
Greece,Healthcare coverage,0.688262272
Guatemala,Healthcare coverage,0.664292514
Guinea,Healthcare coverage,0.593083477
Guinea-Bissau,Healthcare coverage,0.226666667
Guyana,Healthcare coverage,0.633333333
Haiti,Healthcare coverage,0.313793103
Honduras,Healthcare coverage,0.333333333
Hong Kong,Healthcare coverage,0.606543621
Hungary,Healthcare coverage,0.645537705
Iceland,Healthcare coverage,0.662233333
India,Healthcare coverage,0.640141408
Indonesia,Healthcare coverage,0.777777778
Iran,Healthcare coverage,0.875
Iraq,Healthcare coverage,0.45812428
Ireland,Healthcare coverage,0.615
Israel,Healthcare coverage,1
Italy,Healthcare coverage,1
Jamaica,Healthcare coverage,0.789269924
Japan,Healthcare coverage,1
Jordan,Healthcare coverage,0.965673181
Kazakhstan,Healthcare coverage,0.982238912
Kenya,Healthcare coverage,1
Kuwait,Healthcare coverage,0.873817427
Kyrgyzstan,Healthcare coverage,0.988438523
Laos,Healthcare coverage,0.42
Latvia,Healthcare coverage,1
Lebanon,Healthcare coverage,0.778947368
Lesotho,Healthcare coverage,0.781913746
Liberia,Healthcare coverage,0.517617597
Libya,Healthcare coverage,0.325323045
Lithuania,Healthcare coverage,0.352505736
Luxembourg,Healthcare coverage,0.658818318
Madagascar,Healthcare coverage,0.999
Malawi,Healthcare coverage,0.998937301
Malaysia,Healthcare coverage,0.978571429
Mali,Healthcare coverage,0.819
Malta,Healthcare coverage,0.825030377
Mauritania,Healthcare coverage,0.525942873
Mauritius,Healthcare coverage,0.887931034
Mexico,Healthcare coverage,0.81450253
Moldova,Healthcare coverage,0.907692308
Mongolia,Healthcare coverage,0.955597481
Montenegro,Healthcare coverage,0.837534184
Morocco,Healthcare coverage,0.35718441
Mozambique,Healthcare coverage,0.908622036
Myanmar,Healthcare coverage,0.990577386
Namibia,Healthcare coverage,0.63432165
Nepal,Healthcare coverage,0.986216943
Netherlands,Healthcare coverage,0.999923619
New Zealand,Healthcare coverage,0.541997444
Nicaragua,Healthcare coverage,0.443658286
Niger,Healthcare coverage,0.473289206
Nigeria,Healthcare coverage,0.961481481
North Macedonia,Healthcare coverage,0.372623
Norway,Healthcare coverage,0.390142276
Oman,Healthcare coverage,0.667903144
Pakistan,Healthcare coverage,0.661834096
Panama,Healthcare coverage,0.523695192
Papua New Guinea,Healthcare coverage,0.805690317
Paraguay,Healthcare coverage,0.362619718
Peru,Healthcare coverage,0.617442358
Philippines,Healthcare coverage,0.764705882
Poland,Healthcare coverage,0.366386975
Portugal,Healthcare coverage,0.523966789
Qatar,Healthcare coverage,1
Romania,Healthcare coverage,0.427849727
Russia,Healthcare coverage,0.732689564
Rwanda,Healthcare coverage,0.618924729
Saudi Arabia,Healthcare coverage,0.8232
Senegal,Healthcare coverage,0.234359297
Serbia,Healthcare coverage,0.197583414
Seychelles,Healthcare coverage,0.714285714
Sierra Leone,Healthcare coverage,0.663105408
Singapore,Healthcare coverage,0.343522877
Slovakia,Healthcare coverage,0.290471381
Slovenia,Healthcare coverage,0.538341125
Somalia,Healthcare coverage,0.696841952
South Africa,Healthcare coverage,0.5068742
South Korea,Healthcare coverage,0.387002373
South Sudan,Healthcare coverage,0.026958948
Spain,Healthcare coverage,0.315467773
Sri Lanka,Healthcare coverage,0.910968078
Sudan,Healthcare coverage,0.61423639
Suriname,Healthcare coverage,0.893999192
Sweden,Healthcare coverage,0.586209729
Switzerland,Healthcare coverage,0.579827726
Syria,Healthcare coverage,0.988838737
S�o Tom� and Pr�ncipe,Healthcare coverage,0.708181535
Taiwan,Healthcare coverage,0.574518083
Tajikistan,Healthcare coverage,0.404
Tanzania,Healthcare coverage,0.010982203
Thailand,Healthcare coverage,0.272690724
The Gambia,Healthcare coverage,0
Togo,Healthcare coverage,0
Trinidad and Tobago,Healthcare coverage,0.536060095
Tunisia,Healthcare coverage,0.3
Turkey,Healthcare coverage,0.235765187
Turkmenistan,Healthcare coverage,0.84
Uganda,Healthcare coverage,0.246556743
Ukraine,Healthcare coverage,0.505563289
United Arab Emirates,Healthcare coverage,0.032192339
United Kingdom,Healthcare coverage,0.662350813
United States,Healthcare coverage,0.285868875
Uruguay,Healthcare coverage,0.21983976
Uzbekistan,Healthcare coverage,0.476190476
Venezuela,Healthcare coverage,0.333333333
Vietnam,Healthcare coverage,0.678833663
Yemen,Healthcare coverage,0.272727273
Zambia,Healthcare coverage,0.395215629
Zimbabwe,Healthcare coverage,0.402801131
Afghanistan,Help from family and friends when in trouble,0.827173913
Albania,Help from family and friends when in trouble,0.75
Algeria,Help from family and friends when in trouble,0.357886905
Angola,Help from family and friends when in trouble,0.5
Argentina,Help from family and friends when in trouble,0.732394366
Armenia,Help from family and friends when in trouble,0.125
Australia,Help from family and friends when in trouble,0.631
Austria,Help from family and friends when in trouble,0.196074867
Azerbaijan,Help from family and friends when in trouble,0.25
Bahrain,Help from family and friends when in trouble,0.562
Bangladesh,Help from family and friends when in trouble,0.305381031
Belarus,Help from family and friends when in trouble,0.25
Belgium,Help from family and friends when in trouble,0.666666667
Belize,Help from family and friends when in trouble,0.347826087
Benin,Help from family and friends when in trouble,0.524520548
Bolivia,Help from family and friends when in trouble,0.194544403
Bosnia and Herzegovina,Help from family and friends when in trouble,0
Botswana,Help from family and friends when in trouble,0.292307692
Brazil,Help from family and friends when in trouble,1
Bulgaria,Help from family and friends when in trouble,0.5
Burkina Faso,Help from family and friends when in trouble,0
Burundi,Help from family and friends when in trouble,0.666666667
Cabo Verde,Help from family and friends when in trouble,0.5
Cambodia,Help from family and friends when in trouble,0.649741252
Cameroon,Help from family and friends when in trouble,0.726186752
Canada,Help from family and friends when in trouble,0.8
Central African Republic,Help from family and friends when in trouble,1
Chad,Help from family and friends when in trouble,0.731885988
Chile,Help from family and friends when in trouble,0.836715486
China,Help from family and friends when in trouble,0.707668118
Colombia,Help from family and friends when in trouble,0.450181378
Comoros,Help from family and friends when in trouble,0.80500345
Congo,Help from family and friends when in trouble,0
Costa Rica,Help from family and friends when in trouble,0.788888889
Croatia,Help from family and friends when in trouble,1
Cuba,Help from family and friends when in trouble,1
Cyprus,Help from family and friends when in trouble,1
Czechia,Help from family and friends when in trouble,0.559478045
C�te d'Ivoire,Help from family and friends when in trouble,0.884266873
Democratic Republic of Congo,Help from family and friends when in trouble,0.0625
Denmark,Help from family and friends when in trouble,0.075
Djibouti,Help from family and friends when in trouble,0
Dominican Republic,Help from family and friends when in trouble,0.126455
Ecuador,Help from family and friends when in trouble,0.488888889
Egypt,Help from family and friends when in trouble,0.59
El Salvador,Help from family and friends when in trouble,0.85
Equatorial Guinea,Help from family and friends when in trouble,0.894117647
Eritrea,Help from family and friends when in trouble,0.77
Estonia,Help from family and friends when in trouble,0.458173672
Eswatini,Help from family and friends when in trouble,0.172190311
Ethiopia,Help from family and friends when in trouble,0.6
Finland,Help from family and friends when in trouble,0.527272727
France,Help from family and friends when in trouble,0.714285714
Gabon,Help from family and friends when in trouble,0.34
Georgia,Help from family and friends when in trouble,0.492307692
Germany,Help from family and friends when in trouble,0.854545455
Ghana,Help from family and friends when in trouble,0.439744843
Greece,Help from family and friends when in trouble,0.328441208
Guatemala,Help from family and friends when in trouble,0.554232705
Guinea,Help from family and friends when in trouble,0.56
Guinea-Bissau,Help from family and friends when in trouble,0.796315958
Guyana,Help from family and friends when in trouble,0.672882353
Haiti,Help from family and friends when in trouble,0.76858
Honduras,Help from family and friends when in trouble,0.520600743
Hong Kong,Help from family and friends when in trouble,0.796675014
Hungary,Help from family and friends when in trouble,0.763240051
Iceland,Help from family and friends when in trouble,0.586790364
India,Help from family and friends when in trouble,0.697811127
Indonesia,Help from family and friends when in trouble,0.787242648
Iran,Help from family and friends when in trouble,0.412906088
Iraq,Help from family and friends when in trouble,0.424093515
Ireland,Help from family and friends when in trouble,0.40632856
Israel,Help from family and friends when in trouble,0.390592714
Italy,Help from family and friends when in trouble,0.5
Jamaica,Help from family and friends when in trouble,0.743219953
Japan,Help from family and friends when in trouble,0.997270393
Jordan,Help from family and friends when in trouble,0.588851611
Kazakhstan,Help from family and friends when in trouble,0.904330579
Kenya,Help from family and friends when in trouble,0.815744048
Kuwait,Help from family and friends when in trouble,0.926206897
Kyrgyzstan,Help from family and friends when in trouble,0.5760582
Laos,Help from family and friends when in trouble,1
Latvia,Help from family and friends when in trouble,0.774285714
Lebanon,Help from family and friends when in trouble,0.822659847
Lesotho,Help from family and friends when in trouble,0.6665
Liberia,Help from family and friends when in trouble,1
Libya,Help from family and friends when in trouble,0.76296
Lithuania,Help from family and friends when in trouble,0.998608933
Luxembourg,Help from family and friends when in trouble,0.076339415
Madagascar,Help from family and friends when in trouble,0.336352543
Malawi,Help from family and friends when in trouble,0.382434723
Malaysia,Help from family and friends when in trouble,0.951670654
Mali,Help from family and friends when in trouble,0.532543793
Malta,Help from family and friends when in trouble,0.84
Mauritania,Help from family and friends when in trouble,0.526707232
Mauritius,Help from family and friends when in trouble,0.651791667
Mexico,Help from family and friends when in trouble,0.811266238
Moldova,Help from family and friends when in trouble,0.521525775
Mongolia,Help from family and friends when in trouble,0.596837949
Montenegro,Help from family and friends when in trouble,0.444444444
Morocco,Help from family and friends when in trouble,0.44370154
Mozambique,Help from family and friends when in trouble,0.555555556
Myanmar,Help from family and friends when in trouble,0.440469167
Namibia,Help from family and friends when in trouble,0.912
Nepal,Help from family and friends when in trouble,0.738
Netherlands,Help from family and friends when in trouble,0.555555556
New Zealand,Help from family and friends when in trouble,0.316263604
Nicaragua,Help from family and friends when in trouble,0.50517718
Niger,Help from family and friends when in trouble,1
Nigeria,Help from family and friends when in trouble,0.565819945
North Macedonia,Help from family and friends when in trouble,0.523704256
Norway,Help from family and friends when in trouble,0.68367018
Oman,Help from family and friends when in trouble,0.434910106
Pakistan,Help from family and friends when in trouble,0.449329747
Panama,Help from family and friends when in trouble,0.453219379
Papua New Guinea,Help from family and friends when in trouble,0.833333333
Paraguay,Help from family and friends when in trouble,0.392630573
Peru,Help from family and friends when in trouble,0.382113814
Philippines,Help from family and friends when in trouble,0.444444444
Poland,Help from family and friends when in trouble,0.50178632
Portugal,Help from family and friends when in trouble,0.444444444
Qatar,Help from family and friends when in trouble,0.555555556
Romania,Help from family and friends when in trouble,0.444444444
Russia,Help from family and friends when in trouble,0.444444444
Rwanda,Help from family and friends when in trouble,0.53
Saudi Arabia,Help from family and friends when in trouble,0.393166741
Senegal,Help from family and friends when in trouble,0.532741723
Serbia,Help from family and friends when in trouble,0.460282557
Seychelles,Help from family and friends when in trouble,0.600464424
Sierra Leone,Help from family and friends when in trouble,0.476861284
Singapore,Help from family and friends when in trouble,0.536055782
Slovakia,Help from family and friends when in trouble,0.555555556
Slovenia,Help from family and friends when in trouble,0.2
Somalia,Help from family and friends when in trouble,0
South Africa,Help from family and friends when in trouble,0.540590261
South Korea,Help from family and friends when in trouble,0.382153908
South Sudan,Help from family and friends when in trouble,0.606709431
Spain,Help from family and friends when in trouble,0.53408782
Sri Lanka,Help from family and friends when in trouble,0.543535335
Sudan,Help from family and friends when in trouble,0.454494754
Suriname,Help from family and friends when in trouble,0.583333333
Sweden,Help from family and friends when in trouble,0.439482888
Switzerland,Help from family and friends when in trouble,0.475
Syria,Help from family and friends when in trouble,0.518220478
S�o Tom� and Pr�ncipe,Help from family and friends when in trouble,0.423226535
Taiwan,Help from family and friends when in trouble,0.43
Tajikistan,Help from family and friends when in trouble,0.993684211
Tanzania,Help from family and friends when in trouble,0.664943609
Thailand,Help from family and friends when in trouble,0.528393737
The Gambia,Help from family and friends when in trouble,0.639552119
Togo,Help from family and friends when in trouble,0.48883451
Trinidad and Tobago,Help from family and friends when in trouble,1
Tunisia,Help from family and friends when in trouble,0.709102052
Turkey,Help from family and friends when in trouble,0.935555556
Turkmenistan,Help from family and friends when in trouble,0.38
Uganda,Help from family and friends when in trouble,0.988
Ukraine,Help from family and friends when in trouble,0.941176471
United Arab Emirates,Help from family and friends when in trouble,0.605248362
United Kingdom,Help from family and friends when in trouble,0.810124904
United States,Help from family and friends when in trouble,0.43
Uruguay,Help from family and friends when in trouble,0.90708242
Uzbekistan,Help from family and friends when in trouble,0.60155654
Venezuela,Help from family and friends when in trouble,0.638297834
Vietnam,Help from family and friends when in trouble,0.746696295
Yemen,Help from family and friends when in trouble,0.356
Zambia,Help from family and friends when in trouble,0.988333333
Zimbabwe,Help from family and friends when in trouble,0.576810889
Afghanistan,Helped a stranger,0.986666667
Albania,Helped a stranger,1
Algeria,Helped a stranger,0.986666667
Angola,Helped a stranger,0.9875
Argentina,Helped a stranger,0.634946697
Armenia,Helped a stranger,0.657017364
Australia,Helped a stranger,1
Austria,Helped a stranger,0.670813548
Azerbaijan,Helped a stranger,0.853333333
Bahrain,Helped a stranger,0.26740415
Bangladesh,Helped a stranger,0.875
Belarus,Helped a stranger,0.532667716
Belgium,Helped a stranger,0.666666667
Belize,Helped a stranger,0.325311661
Benin,Helped a stranger,0.424858511
Bolivia,Helped a stranger,0.428829384
Bosnia and Herzegovina,Helped a stranger,0.8
Botswana,Helped a stranger,1
Brazil,Helped a stranger,0.447126437
Bulgaria,Helped a stranger,1
Burkina Faso,Helped a stranger,0.498740872
Burundi,Helped a stranger,0.476073342
Cabo Verde,Helped a stranger,0.9436
Cambodia,Helped a stranger,0.518550475
Cameroon,Helped a stranger,0.555555556
Canada,Helped a stranger,0.75
Central African Republic,Helped a stranger,0.433993697
Chad,Helped a stranger,0.231
Chile,Helped a stranger,0.166
China,Helped a stranger,1
Colombia,Helped a stranger,0.615692695
Comoros,Helped a stranger,0.165808752
Congo,Helped a stranger,0.977114786
Costa Rica,Helped a stranger,0.890279926
Croatia,Helped a stranger,1
Cuba,Helped a stranger,0.800934169
Cyprus,Helped a stranger,0.989891666
Czechia,Helped a stranger,0.59
C�te d'Ivoire,Helped a stranger,1
Democratic Republic of Congo,Helped a stranger,0.757894737
Denmark,Helped a stranger,0.600930965
Djibouti,Helped a stranger,0.431555762
Dominican Republic,Helped a stranger,0.538741112
Ecuador,Helped a stranger,0.677693917
Egypt,Helped a stranger,0.519424148
El Salvador,Helped a stranger,0.993
Equatorial Guinea,Helped a stranger,1
Eritrea,Helped a stranger,0.995918367
Estonia,Helped a stranger,0.914
Eswatini,Helped a stranger,0.969623329
Ethiopia,Helped a stranger,0.720242722
Finland,Helped a stranger,0.884482759
France,Helped a stranger,1
Gabon,Helped a stranger,0.880769231
Georgia,Helped a stranger,0.983291829
Germany,Helped a stranger,0.702685784
Ghana,Helped a stranger,0.590044944
Greece,Helped a stranger,0.341993195
Guatemala,Helped a stranger,0.953287891
Guinea,Helped a stranger,0.61304789
Guinea-Bissau,Helped a stranger,0.909842879
Guyana,Helped a stranger,0.954669344
Haiti,Helped a stranger,0.527347611
Honduras,Helped a stranger,0.433215429
Hong Kong,Helped a stranger,0.433642936
Hungary,Helped a stranger,0.800037014
Iceland,Helped a stranger,0.679514943
India,Helped a stranger,0.44342983
Indonesia,Helped a stranger,0.764267482
Iran,Helped a stranger,0.736059633
Iraq,Helped a stranger,0.216029561
Ireland,Helped a stranger,0.401070645
Israel,Helped a stranger,0.555053711
Italy,Helped a stranger,0.378863018
Jamaica,Helped a stranger,0.647058824
Japan,Helped a stranger,0.194285023
Jordan,Helped a stranger,0.633972049
Kazakhstan,Helped a stranger,0.060608697
Kenya,Helped a stranger,0.056736462
Kuwait,Helped a stranger,0.332201844
Kyrgyzstan,Helped a stranger,0.193183744
Laos,Helped a stranger,0.6905
Latvia,Helped a stranger,0.559780687
Lebanon,Helped a stranger,0.433571295
Lesotho,Helped a stranger,1
Liberia,Helped a stranger,0.609801213
Libya,Helped a stranger,0.527932338
Lithuania,Helped a stranger,0.174543879
Luxembourg,Helped a stranger,0.411242644
Madagascar,Helped a stranger,0.720051245
Malawi,Helped a stranger,0.45001405
Malaysia,Helped a stranger,0.245722008
Mali,Helped a stranger,0.048470345
Malta,Helped a stranger,0.218008043
Mauritania,Helped a stranger,0.635941377
Mauritius,Helped a stranger,0.368850625
Mexico,Helped a stranger,0.500487415
Moldova,Helped a stranger,0.350561561
Mongolia,Helped a stranger,0.277106295
Montenegro,Helped a stranger,0.913960639
Morocco,Helped a stranger,0.759134518
Mozambique,Helped a stranger,0.469938436
Myanmar,Helped a stranger,0.656
Namibia,Helped a stranger,0.012256917
Nepal,Helped a stranger,0.386533536
Netherlands,Helped a stranger,0.68951049
New Zealand,Helped a stranger,0.448692399
Nicaragua,Helped a stranger,0.431767363
Niger,Helped a stranger,0.5
Nigeria,Helped a stranger,0.547026105
North Macedonia,Helped a stranger,0.52
Norway,Helped a stranger,0.1683706
Oman,Helped a stranger,0.448769196
Pakistan,Helped a stranger,0.060219739
Panama,Helped a stranger,0.374355482
Papua New Guinea,Helped a stranger,0.237618585
Paraguay,Helped a stranger,0.494629306
Peru,Helped a stranger,0.5
Philippines,Helped a stranger,0.333333333
Poland,Helped a stranger,0.348929795
Portugal,Helped a stranger,0.545454545
Qatar,Helped a stranger,0.352139265
Romania,Helped a stranger,0.352450987
Russia,Helped a stranger,0.67173913
Rwanda,Helped a stranger,0.5
Saudi Arabia,Helped a stranger,0.284970238
Senegal,Helped a stranger,0.5
Serbia,Helped a stranger,0.802816901
Seychelles,Helped a stranger,0.5
Sierra Leone,Helped a stranger,0.311
Singapore,Helped a stranger,0.135311915
Slovakia,Helped a stranger,0.083333333
Slovenia,Helped a stranger,0.222
Somalia,Helped a stranger,0.197394239
South Africa,Helped a stranger,0
South Korea,Helped a stranger,0.333333333
South Sudan,Helped a stranger,0.163043478
Spain,Helped a stranger,0.350547945
Sri Lanka,Helped a stranger,0.076086957
Sudan,Helped a stranger,0.461538462
Suriname,Helped a stranger,0.338461538
Sweden,Helped a stranger,1
Switzerland,Helped a stranger,0.5
Syria,Helped a stranger,0.5
S�o Tom� and Pr�ncipe,Helped a stranger,0.583333333
Taiwan,Helped a stranger,0
Tajikistan,Helped a stranger,0.691261451
Tanzania,Helped a stranger,0.66662995
Thailand,Helped a stranger,0.866666667
The Gambia,Helped a stranger,1
Togo,Helped a stranger,0.956178809
Trinidad and Tobago,Helped a stranger,0.986238387
Tunisia,Helped a stranger,0.964073202
Turkey,Helped a stranger,0.563542574
Turkmenistan,Helped a stranger,0.633252289
Uganda,Helped a stranger,0.25
Ukraine,Helped a stranger,0.555555556
United Arab Emirates,Helped a stranger,1
United Kingdom,Helped a stranger,1
United States,Helped a stranger,1
Uruguay,Helped a stranger,0.605022607
Uzbekistan,Helped a stranger,1
Venezuela,Helped a stranger,0.25
Vietnam,Helped a stranger,0
Yemen,Helped a stranger,0.066666667
Zambia,Helped a stranger,0.1542
Zimbabwe,Helped a stranger,0.477777778
Afghanistan,Helped another household,0.46
Albania,Helped another household,0.5
Algeria,Helped another household,0.658823529
Angola,Helped another household,0.62
Argentina,Helped another household,0.460185568
Armenia,Helped another household,0.510666667
Australia,Helped another household,0.293333333
Austria,Helped another household,0.890909091
Azerbaijan,Helped another household,0.871428571
Bahrain,Helped another household,0.16
Bangladesh,Helped another household,0.492307692
Belarus,Helped another household,0.763636364
Belgium,Helped another household,0.554870446
Belize,Helped another household,0.17066339
Benin,Helped another household,0.192183828
Bolivia,Helped another household,0.35
Bosnia and Herzegovina,Helped another household,0.490789896
Botswana,Helped another household,0.282588235
Brazil,Helped another household,0.43052
Bulgaria,Helped another household,0.209755437
Burkina Faso,Helped another household,0.676749992
Burundi,Helped another household,0.537019958
Cabo Verde,Helped another household,0.417207447
Cambodia,Helped another household,0.316622204
Cameroon,Helped another household,0.38661184
Canada,Helped another household,0.526294718
Central African Republic,Helped another household,0.500015259
Chad,Helped another household,0.378268975
Chile,Helped another household,0.312411429
China,Helped another household,0.13115701
Colombia,Helped another household,0.399970824
Comoros,Helped another household,0.734162998
Congo,Helped another household,0.595432705
Costa Rica,Helped another household,0.790004381
Croatia,Helped another household,0.363
Cuba,Helped another household,0.595862069
Cyprus,Helped another household,0.2822964
Czechia,Helped another household,1
C�te d'Ivoire,Helped another household,0.36
Democratic Republic of Congo,Helped another household,0.740392194
Denmark,Helped another household,0.44325
Djibouti,Helped another household,0.8402443
Dominican Republic,Helped another household,0.28248
Ecuador,Helped another household,0.483258209
Egypt,Helped another household,0.005541713
El Salvador,Helped another household,0.439196826
Equatorial Guinea,Helped another household,0.59490919
Eritrea,Helped another household,0.240760926
Estonia,Helped another household,0.116624603
Eswatini,Helped another household,0.52
Ethiopia,Helped another household,0.618276417
Finland,Helped another household,0.55825
France,Helped another household,0.483862073
Gabon,Helped another household,0.462136559
Georgia,Helped another household,0.601423074
Germany,Helped another household,0.555555556
Ghana,Helped another household,0.496050017
Greece,Helped another household,0.444444444
Guatemala,Helped another household,0.730723661
Guinea,Helped another household,0.780125
Guinea-Bissau,Helped another household,0.406
Guyana,Helped another household,0.666666667
Haiti,Helped another household,0.630548048
Honduras,Helped another household,0.495739513
Hong Kong,Helped another household,1
Hungary,Helped another household,0.674015454
Iceland,Helped another household,0.50376388
India,Helped another household,0.747739873
Indonesia,Helped another household,0.558764436
Iran,Helped another household,0.324912872
Iraq,Helped another household,0.495576555
Ireland,Helped another household,0.666666667
Israel,Helped another household,0.476668915
Italy,Helped another household,0.371681412
Jamaica,Helped another household,0.333333333
Japan,Helped another household,0.43760096
Jordan,Helped another household,0.555555556
Kazakhstan,Helped another household,0.333333333
Kenya,Helped another household,0.555555556
Kuwait,Helped another household,0.555555556
Kyrgyzstan,Helped another household,0.46
Laos,Helped another household,0.361898224
Latvia,Helped another household,0.277756528
Lebanon,Helped another household,0.401264057
Lesotho,Helped another household,0.581626495
Liberia,Helped another household,0.309181424
Libya,Helped another household,0.708010167
Lithuania,Helped another household,0.666666667
Luxembourg,Helped another household,0.95
Madagascar,Helped another household,0.5
Malawi,Helped another household,0.425396537
Malaysia,Helped another household,0.453836282
Mali,Helped another household,0.44382024
Malta,Helped another household,0.45348262
Mauritania,Helped another household,0.456084457
Mauritius,Helped another household,0.497929812
Mexico,Helped another household,0.333333333
Moldova,Helped another household,0.538972378
Mongolia,Helped another household,0.8225
Montenegro,Helped another household,0.787171027
Morocco,Helped another household,0.872017058
Mozambique,Helped another household,0.75
Myanmar,Helped another household,0.597894737
Namibia,Helped another household,0.246721389
Nepal,Helped another household,0.050463172
Netherlands,Helped another household,0.394
New Zealand,Helped another household,0.609240443
Nicaragua,Helped another household,0.4125
Niger,Helped another household,0.688373387
Nigeria,Helped another household,0.773333333
North Macedonia,Helped another household,0.44
Norway,Helped another household,0.49
Oman,Helped another household,0.731764706
Pakistan,Helped another household,0.583244517
Panama,Helped another household,0.706937752
Papua New Guinea,Helped another household,0.86
Paraguay,Helped another household,0.609501498
Peru,Helped another household,0.612699835
Philippines,Helped another household,0.752780752
Poland,Helped another household,0.475487019
Portugal,Helped another household,0.372
Qatar,Helped another household,0.895
Romania,Helped another household,0.65195829
Russia,Helped another household,0.76
Rwanda,Helped another household,1
Saudi Arabia,Helped another household,0.76
Senegal,Helped another household,0.8625
Serbia,Helped another household,0.489078417
Seychelles,Helped another household,0.379240071
Sierra Leone,Helped another household,0.517241379
Singapore,Helped another household,0.580057597
Slovakia,Helped another household,0.713333333
Slovenia,Helped another household,0.372240304
Somalia,Helped another household,1
South Africa,Helped another household,0.680091699
South Korea,Helped another household,0.777777778
South Sudan,Helped another household,0.477537632
Spain,Helped another household,0.494818866
Sri Lanka,Helped another household,0.511978722
Sudan,Helped another household,1
Suriname,Helped another household,0.666666667
Sweden,Helped another household,0.35862069
Switzerland,Helped another household,0.866666667
Syria,Helped another household,0.564128081
S�o Tom� and Pr�ncipe,Helped another household,0.583653582
Taiwan,Helped another household,0.6439
Tajikistan,Helped another household,0.609508435
Tanzania,Helped another household,0.444444444
Thailand,Helped another household,0.875
The Gambia,Helped another household,0.500905156
Togo,Helped another household,0.385
Trinidad and Tobago,Helped another household,0.376
Tunisia,Helped another household,1
Turkey,Helped another household,0.932915211
Turkmenistan,Helped another household,0.698749602
Uganda,Helped another household,0.268453387
Ukraine,Helped another household,0.485214086
United Arab Emirates,Helped another household,0.638078508
United Kingdom,Helped another household,0.294761288
United States,Helped another household,0.672812204
Uruguay,Helped another household,0.82
Uzbekistan,Helped another household,0.996904983
Venezuela,Helped another household,0.410526316
Vietnam,Helped another household,0.626728704
Yemen,Helped another household,0.370806273
Zambia,Helped another household,0.789628029
Zimbabwe,Helped another household,0.316905563
Afghanistan,Hepatitis immunisation,0.448209382
Albania,Hepatitis immunisation,0.0611
Algeria,Hepatitis immunisation,0.608926674
Angola,Hepatitis immunisation,0.324489796
Argentina,Hepatitis immunisation,0.135
Armenia,Hepatitis immunisation,0.561360875
Australia,Hepatitis immunisation,0.268764481
Austria,Hepatitis immunisation,0.574137931
Azerbaijan,Hepatitis immunisation,0.634064081
Bahrain,Hepatitis immunisation,0.846153846
Bangladesh,Hepatitis immunisation,0.71687566
Belarus,Hepatitis immunisation,0.8437663
Belgium,Hepatitis immunisation,0.07580825
Belize,Hepatitis immunisation,0.626439942
Benin,Hepatitis immunisation,0.132117081
Bolivia,Hepatitis immunisation,0.291584505
Bosnia and Herzegovina,Hepatitis immunisation,0.013194757
Botswana,Hepatitis immunisation,0.740190519
Brazil,Hepatitis immunisation,0.383778324
Bulgaria,Hepatitis immunisation,0.619606571
Burkina Faso,Hepatitis immunisation,0.410015014
Burundi,Hepatitis immunisation,0.635629655
Cabo Verde,Hepatitis immunisation,0.114370156
Cambodia,Hepatitis immunisation,0.326155477
Cameroon,Hepatitis immunisation,0.178271002
Canada,Hepatitis immunisation,0.563970872
Central African Republic,Hepatitis immunisation,0.864282107
Chad,Hepatitis immunisation,0.460300716
Chile,Hepatitis immunisation,0.419730345
China,Hepatitis immunisation,0.755066506
Colombia,Hepatitis immunisation,0.647058824
Comoros,Hepatitis immunisation,0.256293387
Congo,Hepatitis immunisation,0.561416983
Costa Rica,Hepatitis immunisation,0.021713574
Croatia,Hepatitis immunisation,0.005176438
Cuba,Hepatitis immunisation,0.80326271
Cyprus,Hepatitis immunisation,0.530345986
Czechia,Hepatitis immunisation,0.857266667
C�te d'Ivoire,Hepatitis immunisation,0.510350354
